time	fh20	fch4	fco2	fother	fco
0.122875529064	0.0653682587552	0.00589222493043	0.0558965402341	0.0109828928947	0.0219103735671	
0.124475529064	0.0658603613329	0.00599898691562	0.056172196771	0.0111886963737	0.0223176339452	
0.126175529064	0.066376245381	0.00611175043645	0.056463299352	0.0114062284794	0.022748491734	
0.127875529064	0.0668850399534	0.00622382666456	0.0567525767182	0.0116225982489	0.0231774451944	
0.129575529064	0.0673868424765	0.00633521978899	0.0570400403138	0.0118378118931	0.0236045027433	
0.131275529064	0.0678817490378	0.00644593397325	0.057325701511	0.0120518755894	0.0240296727604	
0.132975529064	0.0683698544042	0.00655597335549	0.057609571611	0.0122647954824	0.0244529635882	
0.134675529064	0.0688512520402	0.0066653420486	0.0578916618438	0.0124765776836	0.0248743835325	
0.136375529064	0.0693260341261	0.00677404414044	0.0581719833694	0.0126872282721	0.0252939408624	
0.138075529064	0.0697942915754	0.00688208369393	0.0584505472775	0.0128967532945	0.0257116438103	
0.139675529064	0.0702291245649	0.00698316637107	0.0587111293693	0.0130929305033	0.026103089369	
0.141375529064	0.0706849714004	0.00708993132631	0.058986312829	0.0133002877429	0.0265172159989	
0.143075529064	0.0711345538148	0.00719604555003	0.0592597708869	0.0135065370137	0.0269295122497	
0.144775529064	0.0715779578959	0.00730151300845	0.0595315143613	0.0137116842358	0.0273399862115	
0.146475529064	0.0720152685488	0.00740633764358	0.0598015540025	0.0139157352978	0.0277486459384	
0.148175529064	0.0724465695118	0.00751052337343	0.0600699004938	0.0141186960567	0.0281554994492	
0.149875529064	0.0728719433722	0.00761407409212	0.0603365644511	0.0143205723385	0.028560554727	
0.151575529064	0.0732914715827	0.00771699367005	0.0606015564239	0.0145213699377	0.0289638197197	
0.153275529064	0.0737052344763	0.00781928595401	0.0608648868956	0.014721094618	0.0293653023402	
0.154875529064	0.0740894627598	0.00791499143944	0.0611112188976	0.0149080958167	0.0297415472039	
0.156575529064	0.074492259354	0.00801607692864	0.0613713537827	0.0151057541104	0.0301395923828	
0.158275529064	0.0748895205635	0.00811654630262	0.0616298576208	0.0153023562595	0.0305358782602	
0.159975529064	0.0752813224578	0.0082164033166	0.0618867406383	0.0154979079072	0.0309304126121	
0.161675529064	0.0756677400609	0.00831565170292	0.0621420129979	0.0156924146667	0.0313232031799	
0.163375529064	0.0760488473658	0.00841429517114	0.0623956847984	0.0158858821211	0.0317142576709	
0.165075529064	0.0764247173485	0.00851233740825	0.0626477660753	0.0160783158237	0.0321035837583	
0.166775529064	0.0767954219825	0.00860978207874	0.0628982668013	0.0162697212982	0.0324911890813	
0.168475529064	0.0771610322518	0.00870663282477	0.0631471968863	0.0164601040386	0.0328770812456	
0.170075529064	0.0775005450704	0.00879724716345	0.0633800580733	0.0166383584266	0.0332387156908	
0.171775529064	0.077856465269	0.00889295531136	0.0636259673243	0.0168267714337	0.0336213038969	
0.173475529064	0.0782074942763	0.00898808011889	0.0638703347231	0.0170141776964	0.0340022011191	
0.175175529064	0.078553699309	0.00908262514151	0.0641131699369	0.017200582594	0.0343814148313	
0.178575529064	0.079231901711	0.00926998994563	0.0645942821767	0.0175704096676	0.0351348214565	
0.181975529064	0.0798915919609	0.0094550777363	0.0650693801777	0.0179362951169	0.0358815829055	
0.185275529064	0.0805146547006	0.0096325704328	0.0655248244016	0.0182876895796	0.0366000814069	
0.188675529064	0.0811393310396	0.00981325184284	0.0659882899752	0.0186459302455	0.0373339190109	
0.192075529064	0.0817469562691	0.00999173746162	0.0664459619057	0.0190003527754	0.038061284041	
0.195475529064	0.0823379958147	0.0101680539742	0.0668979126177	0.0193509978629	0.0387822335862	
0.202175529064	0.0834558888534	0.0105092542724	0.0677720521347	0.0200310742974	0.0401843695109	
0.212175529064	0.0850149876406	0.0110034581711	0.0690370873608	0.0210197735974	0.0422321008011	
0.222175529064	0.0864522063897	0.0114802049952	0.0702561734506	0.0219777995603	0.0442271639982	
0.232175529064	0.0877770728764	0.0119401113917	0.0714309793878	0.0229061037933	0.046170913737	
0.242175529064	0.0889983700579	0.0123837722257	0.0725631135344	0.0238056083814	0.0480646698108	
0.252175529064	0.0901241942981	0.0128117613494	0.0736541258332	0.0246772068027	0.0499097180675	
0.262175529064	0.0911620090404	0.0132246323445	0.0747055099288	0.0255217648161	0.0517073112828	
0.272175529064	0.0921186942856	0.0136229192381	0.0757187052136	0.0263401213213	0.0534586700105	
0.282175529064	0.0930005922017	0.0140071371936	0.0766950987972	0.0271330891921	0.0551649834117	
0.292175529064	0.0938135491676	0.0143777831769	0.0776360274065	0.0279014560838	0.0568274100621	
0.302175529064	0.0945629545313	0.0147353365994	0.078542779215	0.0286459852152	0.0584470787383	
0.312175529064	0.0952537763369	0.0150802599377	0.0794165956067	0.0293674161274	0.0600250891848	
0.322175529064	0.0958905942598	0.0154129993323	0.0802586728756	0.030066465418	0.0615625128602	
0.332175529064	0.0964776299665	0.0157339851643	0.0810701638632	0.0307438274528	0.063060393665	
0.342175529064	0.0970187751018	0.0160436326122	0.0818521795372	0.0314001750556	0.0645197486506	
0.352175529064	0.0975176170871	0.0163423421888	0.0826057905123	0.0320361601768	0.0659415687094	
0.362175529064	0.0979774629032	0.0166305002593	0.0833320285157	0.0326524145405	0.0673268192477	
0.372175529064	0.0984013610127	0.0169084795414	0.0840318877998	0.0332495502723	0.0686764408416	
0.382175529064	0.0987921215698	0.0171766395867	0.0847063265037	0.0338281605074	0.0699913498753	
0.392175529064	0.0991523350494	0.0174353272463	0.085356267964	0.0343888199794	0.0712724391634	
0.402175529064	0.0994843894199	0.0176848771192	0.08598260198	0.0349320855915	0.072520578557	
0.412175529064	0.0997904859745	0.0179256119852	0.086586186031	0.0354584969697	0.0737366155347	
0.422175529064	0.100072653924	0.0181578432223	0.0871678464508	0.0359685769985	0.0749213757774	
0.432175529064	0.100332763848	0.0183818712096	0.0877283795585	0.0364628323404	0.0760756637296	
0.442175529064	0.100572540097	0.0185979857156	0.0882685527493	0.0369417539396	0.0772002631452	
0.452175529064	0.100793572224	0.0188064662731	0.0887891055445	0.0374058175088	0.0782959376199	
0.462175529064	0.10099732552	0.019007582541	0.0892907506043	0.0378554840027	0.0793634311094	
0.472175529064	0.10118515073	0.0192015946526	0.0897741747034	0.0382912000751	0.0804034684346	
0.482175529064	0.101358293007	0.0193887535525	0.090240039671	0.0387133985227	0.0814167557743	
0.492175529064	0.101517900165	0.0195693013211	0.0906889832972	0.0391224987156	0.0824039811437	
0.502175529064	0.10166503029	0.0197434714874	0.0911216202061	0.039518907013	0.0833658148624	
0.512175529064	0.101800658754	0.0199114893316	0.091538542697	0.0399030171673	0.0843029100092	
0.522175529064	0.101925684682	0.0200735721759	0.0919403215556	0.0402752107154	0.0852159028655	
0.532175529064	0.102040936909	0.0202299296661	0.0923275068352	0.0406358573571	0.0861054133474	
0.542175529064	0.102147179479	0.0203807640425	0.0927006286098	0.0409853153228	0.0869720454267	
0.552175529064	0.102245116706	0.0205262704015	0.0930601976999	0.0413239317294	0.087816387541	
0.562175529064	0.102335397849	0.0206666369479	0.0934067063718	0.0416520429244	0.0886390129928	
0.572175529064	0.102418621409	0.0208020452387	0.0937406290114	0.0419699748209	0.0894404803396	
0.582175529064	0.1024953391	0.0209326704173	0.0940624227738	0.0422780432207	0.0902213337723	
0.592175529064	0.10256605951	0.0210586814408	0.0943725282092	0.0425765541282	0.0909821034853	
0.602175529064	0.102631251466	0.0211802412977	0.0946713698658	0.0428658040544	0.0917233060362	
0.612175529064	0.102691347145	0.0212975072194	0.0949593568714	0.0431460803114	0.0924454446967	
0.622175529064	0.102746744941	0.0214106308834	0.0952368834929	0.0434176612975	0.0931490097941	
0.632175529064	0.102797812104	0.0215197586091	0.095504329677	0.0436808167743	0.0938344790446	
0.642175529064	0.102844887173	0.0216250315476	0.0957620615694	0.0439358081342	0.0945023178773	
0.652175529064	0.102888282225	0.0217265858639	0.0960104320166	0.0441828886601	0.0951529797502	
0.662175529064	0.102928284939	0.0218245529134	0.0962497810491	0.0444223037772	0.0957869064587	
0.672175529064	0.102965160504	0.0219190594113	0.0964804363463	0.0446542912967	0.0964045284346	
0.682175529064	0.102999153382	0.0220102275967	0.0967027136858	0.0448790816518	0.0970062650393	
0.692175529064	0.103030488921	0.0220981753911	0.0969169173751	0.0450968981267	0.097592524848	
0.702175529064	0.103059374855	0.0221830165503	0.0971233406689	0.0453079570787	0.0981637059272	
0.712175529064	0.103086002677	0.022264860812	0.0973222661698	0.0455124681527	0.0987201961052	
0.722175529064	0.103110548913	0.0223438140374	0.0975139662158	0.0457106344896	0.099262373235	
0.732175529064	0.103133176286	0.0224199783484	0.097698703253	0.045902652928	0.0997906054514	
0.742175529064	0.1031540348	0.0224934522596	0.0978767301945	0.0460887142	0.100305251421	
0.752175529064	0.103173262734	0.0225643308058	0.0980482907673	0.0462690031202	0.100806660584	
0.762175529064	0.103190987554	0.0226327056645	0.0982136198456	0.0464436987697	0.101295173394	
0.772175529064	0.103207326766	0.0226986652751	0.0983729437722	0.0466129746737	0.10177112155	
0.782175529064	0.103222388686	0.022762294953	0.0985264806688	0.046776998974	0.102234828215	
0.792175529064	0.103236273164	0.0228236769998	0.0986744407344	0.046935934596	0.102686608245	
0.802175529064	0.103249072246	0.02288289081	0.0988170265328	0.0470899394104	0.103126768394	
0.812175529064	0.103260870781	0.0229400129736	0.0989544332704	0.0472391663904	0.103555607528	
0.822175529064	0.103271746983	0.0229951173751	0.0990868490633	0.0473837637632	0.103973416827	
0.832175529064	0.103281772956	0.0230482752893	0.0992144551947	0.0475238751572	0.10438047998	
0.842175529064	0.103291015165	0.0230995554731	0.0993374263629	0.0476596397452	0.10477707338	
0.852175529064	0.103299534879	0.0231490242547	0.0994559309213	0.0477911923823	0.105163466313	
0.862175529064	0.103307388578	0.0231967456195	0.0995701311076	0.0479186637396	0.105539921135	
0.872175529064	0.103314628327	0.0232427812925	0.0996801832673	0.0480421804345	0.105906693457	
0.882175529064	0.10332130212	0.0232871908186	0.0997862380666	0.0481618651563	0.106264032316	
0.892175529064	0.1033274542	0.023330031639	0.0998884406993	0.0482778367876	0.106612180341	
0.902175529064	0.103333125352	0.0233713591663	0.0999869310854	0.0483902105233	0.106951373924	
0.912175529064	0.10333835317	0.0234112268553	0.100081844063	0.0484990979841	0.107281843375	
0.922175529064	0.103343172311	0.023449686273	0.100173309571	0.0486046073281	0.107603813079	
0.932175529064	0.103347614724	0.0234867871644	0.100261452832	0.0487068433576	0.107917501653	
0.942175529064	0.103351709859	0.0235225775178	0.100346394516	0.0488059076237	0.108223122089	
0.952175529064	0.103355484863	0.0235571036261	0.100428250913	0.048901898527	0.1085208819	
0.962175529064	0.103358964762	0.0235904101469	0.100507134087	0.0489949114154	0.108810983265	
0.972175529064	0.103362172626	0.0236225401606	0.100583152035	0.0490850386784	0.10909362316	
0.982175529064	0.10336512972	0.0236535352256	0.100656408826	0.0491723698397	0.109368993495	
