c time(ms)   temp(K)    MW        Nsite    Nchar    fnchar     fntar     fnhcn     fntot
  1.000E-01 3.165E+02  351.26  0.029743  0.015386  1.000000  0.000000  0.000000  0.000000
  7.000E-01 3.373E+02  351.26  0.029743  0.015386  1.000000  0.000000  0.000000  0.000000
  2.500E+00 3.997E+02  351.26  0.029743  0.015386  1.000000  0.000000  0.000000  0.000000
  4.500E+00 4.690E+02  351.26  0.029743  0.015386  1.000000  0.000000  0.000000  0.000000
  6.500E+00 5.384E+02  351.26  0.029743  0.015386  1.000000  0.000000  0.000000  0.000000
  8.500E+00 6.077E+02  351.26  0.029743  0.015386  1.000000  0.000000  0.000000  0.000000
  1.050E+01 6.771E+02  351.26  0.029743  0.015386  0.999991  0.000009  0.000000  0.000009
  1.250E+01 7.464E+02  351.10  0.029743  0.015393  0.998481  0.001523 -0.000004  0.001519
  1.450E+01 8.158E+02  348.16  0.029743  0.015523  0.974064  0.025936  0.000000  0.025936
  1.578E+01 8.601E+02  345.08  0.029743  0.015662  0.969501  0.030697 -0.000199  0.030499
  1.633E+01 8.793E+02  341.75  0.029743  0.015815  0.963320  0.037038 -0.000358  0.036680
  1.675E+01 8.937E+02  339.83  0.029743  0.015904  0.958912  0.041640 -0.000552  0.041088
  1.702E+01 9.033E+02  337.72  0.029681  0.015970  0.951389  0.047396  0.001215  0.048611
  1.730E+01 9.128E+02  335.46  0.029612  0.016040  0.942495  0.054373  0.003132  0.057505
  1.757E+01 9.223E+02  333.05  0.029535  0.016114  0.932060  0.062754  0.005186  0.067940
  1.785E+01 9.318E+02  330.51  0.029449  0.016191  0.919945  0.072694  0.007361  0.080055
  1.812E+01 9.413E+02  327.86  0.029355  0.016269  0.906097  0.084297  0.009606  0.093903
  1.840E+01 9.509E+02  325.14  0.029252  0.016348  0.890550  0.097585  0.011864  0.109450
  1.867E+01 9.604E+02  322.39  0.029143  0.016426  0.873414  0.112526  0.014060  0.126587
  1.894E+01 9.699E+02  319.66  0.029030  0.016502  0.855089  0.128797  0.016114  0.144911
  1.922E+01 9.794E+02  317.01  0.028913  0.016573  0.836052  0.145974  0.017974  0.163948
  1.949E+01 9.890E+02  314.49  0.028796  0.016638  0.816895  0.163506  0.019599  0.183105
  1.977E+01 9.985E+02  312.12  0.028680  0.016697  0.798218  0.180802  0.020979  0.201782
  2.004E+01 1.008E+03  309.92  0.028569  0.016750  0.780583  0.197265  0.022152  0.219417
  2.032E+01 1.018E+03  307.90  0.028461  0.016797  0.764415  0.212413  0.023172  0.235585
  2.059E+01 1.027E+03  306.03  0.028358  0.016838  0.749934  0.225954  0.024112  0.250066
  2.087E+01 1.037E+03  304.28  0.028260  0.016876  0.737149  0.237799  0.025051  0.262851
  2.114E+01 1.046E+03  302.59  0.028163  0.016912  0.725881  0.248049  0.026070  0.274119
  2.142E+01 1.056E+03  300.91  0.028064  0.016947  0.715849  0.256904  0.027247  0.284151
  2.169E+01 1.065E+03  299.18  0.027961  0.016983  0.706757  0.264594  0.028649  0.293243
  2.197E+01 1.075E+03  297.37  0.027851  0.017019  0.698355  0.271309  0.030336  0.301645
  2.238E+01 1.089E+03  291.57  0.027572  0.017184  0.678934  0.285282  0.035784  0.321066
  2.393E+01 1.143E+03  275.37  0.026565  0.017530  0.649763  0.292892  0.057345  0.350237
  2.593E+01 1.212E+03  255.83  0.024811  0.017623  0.607372  0.292892  0.099735  0.392628
  2.793E+01 1.281E+03  239.00  0.022598  0.017181  0.553683  0.292892  0.153425  0.446317
  2.993E+01 1.351E+03  227.58  0.020643  0.016482  0.506105  0.292892  0.201002  0.493895
  3.193E+01 1.420E+03  221.24  0.019300  0.015852  0.473378  0.292892  0.233729  0.526622
  3.393E+01 1.489E+03  218.32  0.018560  0.015448  0.455310  0.292892  0.251797  0.544690
  3.593E+01 1.559E+03  217.20  0.018224  0.015246  0.447088  0.292892  0.260020  0.552912
  3.793E+01 1.628E+03  216.85  0.018097  0.015165  0.443984  0.292892  0.263123  0.556016
  3.993E+01 1.697E+03  216.76  0.018057  0.015138  0.443015  0.292892  0.264093  0.556985
  4.193E+01 1.700E+03  216.74  0.018049  0.015132  0.442804  0.292892  0.264304  0.557196
  4.393E+01 1.700E+03  216.74  0.018047  0.015130  0.442764  0.292892  0.264343  0.557236
  4.593E+01 1.700E+03  216.74  0.018047  0.015130  0.442754  0.292892  0.264353  0.557246
  4.793E+01 1.700E+03  216.74  0.018046  0.015130  0.442752  0.292892  0.264356  0.557248
  4.993E+01 1.700E+03  216.74  0.018046  0.015130  0.442751  0.292892  0.264357  0.557249
  5.193E+01 1.700E+03  216.74  0.018046  0.015130  0.442751  0.292892  0.264357  0.557249
  5.393E+01 1.700E+03  216.74  0.018046  0.015130  0.442750  0.292892  0.264357  0.557250
  5.593E+01 1.700E+03  216.74  0.018046  0.015130  0.442750  0.292892  0.264357  0.557250
  5.793E+01 1.700E+03  216.74  0.018046  0.015130  0.442750  0.292892  0.264357  0.557250
  5.993E+01 1.700E+03  216.74  0.018046  0.015130  0.442750  0.292892  0.264357  0.557250
